5371415,-21,512,0,0,7,-8,2,-10,-2,-10,-5,-8,-8,-5,-10,-1,-9,4
6380142,-21,512,0,0,8,-5,5,-9,1,-10,-3,-10,-6,-7,-9,-4,-10,0
7395256,-22,512,0,0,-7,-7,-9,-4,-10,1,-8,5,-6,8,-2,10,3,10
8376518,-21,512,0,0,-9,-4,-10,0,-9,4,-7,7,-3,10,1,10,5,9
9376155,-21,512,0,0,-10,2,-8,6,-5,9,-1,10,3,9,7,7,9,3
10380674,-21,512,0,0,11,2,10,-3,8,-6,5,-9,0,-10,-4,-9,-8,-7
11391609,-22,512,0,0,9,-7,3,-9,-1,-11,-5,-10,-8,-7,-10,-3,-11,2
12383606,-21,512,0,0,-10,-2,-9,2,-8,6,-5,8,-1,10,3,9,7,7
13385101,-21,512,0,0,10,-4,7,-8,4,-11,-1,-11,-5,-9,-9,-6,-11,-2
14387619,-21,512,0,0,-2,-10,-6,-8,-9,-4,-10,-1,-10,3,-7,7,-3,9
15391236,-27,512,0,0,8,4,9,0,9,-4,6,-8,2,-9,-2,-9,-6,-7
16386397,-27,512,0,0,-7,-6,-9,-3,-9,2,-7,5,-4,8,0,9,4,8
17403504,-27,512,0,0,-6,-6,-8,-3,-9,1,-7,4,-5,7,-2,9,2,9
18398312,-27,512,0,0,0,9,4,8,7,5,9,2,9,-2,7,-5,4,-8
19397210,-27,512,0,0,7,6,8,3,9,-1,8,-5,5,-8,1,-9,-2,-9
20398606,-27,512,0,0,4,8,7,5,9,2,9,-2,7,-5,3,-8,0,-9
21399883,-28,512,0,0,-9,-2,-9,2,-8,6,-4,8,0,9,4,9,7,6
22472726,-27,512,0,0,-4,9,0,9,4,9,7,6,9,2,10,-2,8,-6
23406883,-28,512,0,0,-8,-4,-9,0,-8,4,-6,7,-2,9,2,9,5,7
24404668,-28,512,0,0,3,-9,0,-9,-5,-8,-8,-5,-10,-1,-9,2,-7,6
25403975,-29,512,0,0,-7,-6,-8,-2,-9,2,-7,5,-4,8,0,9,4,9
26408214,-29,512,0,0,6,7,8,3,10,0,8,-4,5,-7,2,-9,-3,-9
27406443,-29,512,0,0,9,-1,8,-5,6,-7,2,-9,-2,-9,-6,-7,-8,-3
28411855,-30,512,0,0,9,3,8,-2,7,-5,4,-8,1,-9,-3,-9,-6,-7
29412366,-29,512,0,0,-7,-5,-9,-1,-8,2,-7,6,-3,9,1,9,5,8
30411990,-29,512,0,0,-7,-7,-8,-3,-9,1,-7,5,-5,7,-1,9,2,8
31414769,-29,512,0,0,-3,9,1,10,5,7,8,5,9,1,9,-3,7,-6
32414345,-29,512,0,0,9,0,8,-5,5,-8,2,-9,-2,-9,-5,-7,-8,-3
33416924,-29,512,0,0,1,-9,-3,-8,-7,-6,-8,-2,-9,1,-7,4,-4,7
34417194,-29,512,0,0,7,6,8,2,9,-2,8,-5,5,-8,1,-9,-3,-8
35418304,-31,512,0,0,-8,-4,-10,0,-9,4,-6,7,-3,9,2,10,5,8
36485860,-31,512,0,0,-8,-5,-9,-2,-10,3,-7,7,-4,9,0,10,4,9
37425803,-31,512,0,0,-1,-9,-4,-9,-7,-6,-8,-2,-10,2,-8,5,-5,8
38433529,-31,512,0,0,-7,-7,-9,-3,-10,2,-7,5,-5,8,-1,9,3,9
39436441,-32,512,0,0,10,0,9,-4,6,-7,3,-9,-1,-10,-5,-8,-8,-5
40431151,-31,512,0,0,7,-8,3,-9,-2,-9,-5,-8,-8,-5,-10,-1,-9,4
41429537,-31,512,0,0,-8,6,-5,9,-1,10,3,9,7,7,9,4,10,0
42431461,-31,512,0,0,-3,-9,-6,-6,-9,-3,-9,1,-8,5,-6,7,-2,9
43433238,-31,512,0,0,-4,8,-2,9,3,9,6,7,8,4,9,1,9,-4
44433711,-31,512,0,0,2,9,6,7,9,4,9,0,8,-4,6,-7,2,-10
45434632,-32,512,0,0,-9,-3,-9,2,-8,5,-5,8,-1,9,3,9,6,7
46435594,-32,512,0,0,2,9,7,6,9,4,9,-1,8,-5,5,-7,2,-9
47436420,-32,512,0,0,9,-4,5,-8,2,-9,-2,-9,-6,-7,-8,-4,-9,0
48438229,-32,512,0,0,-4,-7,-7,-6,-8,-2,-8,2,-7,5,-4,8,0,9
49439127,-32,512,0,0,6,7,8,4,10,0,8,-3,6,-7,3,-9,-1,-9
50440719,-32,512,0,0,1,-9,-4,-9,-7,-6,-9,-3,-10,1,-8,5,-5,8
51473245,-32,512,0,0,9,-1,8,-4,5,-7,1,-8,-2,-8,-6,-6,-8,-3
52454478,-32,512,0,0,5,8,8,4,9,1,8,-3,7,-6,4,-8,0,-9
53450355,-32,512,0,0,11,0,9,-5,7,-8,3,-10,-1,-10,-5,-9,-8,-6
54448210,-32,512,0,0,-10,-2,-10,2,-8,5,-5,8,-2,10,2,10,5,8
